node,label,longitude,latitude,degree,degree_centrality,betweenness,closeness,eigenvector,core_number,k_shell,eccentricity,top_10pct_degree,top_10_betweenness,selected_k_core,max_core_node,incident_roads,degree_rank,degree_rank_pct,betweenness_rank
2098173322,2098173322,-36.7895986,-6.4113085,4,0.006600660066006601,0.06188255189155279,0.00031749089766093655,0.059699126573491246,2,2,32,1,0,1,1,Rua Cipriano Lopes Galvão / residential | Rua Emílio Vale / residential,24,0.039538714991762765,107
2098173323,2098173323,-36.791389,-6.4124933,4,0.006600660066006601,0.04411532062297139,0.00031551190631330634,0.2910974972277756,2,2,32,1,0,1,1,Rua Cipriano Lopes Galvão / residential | Rua Raimundo Hermes Dantas / residential,37,0.060955518945634266,150
2098173324,2098173324,-36.7932193,-6.4138848,4,0.006600660066006601,0.38767694951313314,0.0003111760358697622,0.03823402546922453,2,2,36,1,1,1,1,Avenida Carmelita Monteiro da Silva / RN-288 / secondary | Rua Cipriano Lopes Galvão / residential | residential,1,0.0016474464579901153,1
2098173325,2098173325,-36.7859946,-6.4095389,3,0.0049504950495049506,0.012290319941085018,0.00030276187937180695,0.002460104315662544,2,2,35,0,0,1,1,Rua João Florentino de Medeiros / residential | residential,349,0.5749588138385503,339
2098173326,2098173326,-36.7927849,-6.413508,3,0.0049504950495049506,0.056542017838147454,0.0003111154670723605,0.08649597196777595,2,2,35,0,0,1,1,Rua Cipriano Lopes Galvão / residential | Rua João Fernandes de Brito / residential,179,0.29489291598023065,123
2098916665,2098916665,-36.7904777,-6.4138241,3,0.0049504950495049506,0.005749665875678477,0.0003125681232850731,0.08497659214748535,2,2,34,0,0,1,1,Rua Antônio Sabino de Oliveira / residential | Rua João Gomes / residential,429,0.7067545304777595,426
2098916829,2098916829,-36.7916792,-6.4120913,4,0.006600660066006601,0.017619943812563075,0.0003104488407028367,0.3002902930909377,2,2,33,0,0,1,1,Rua 24 de Outubro / residential | Rua Raimundo Hermes Dantas / residential,63,0.10378912685337727,273
2098916830,2098916830,-36.7919423,-6.4116397,4,0.006600660066006601,0.013348607588031532,0.0003055453023120506,0.23285051477948346,2,2,33,0,0,1,1,DNOCS / residential | Rua Raimundo Bezerra / residential | Rua Raimundo Bezerra; Rua Doutor Sérvulo Pereira de Araújo / residential | Rua Raimundo Hermes Dantas / residential,73,0.12026359143327842,323
2098916831,2098916831,-36.792344,-6.410646,1,0.0016501650165016502,0.0,0.00029483587272826673,0.06581998111827964,1,1,34,0,0,0,0,DNOCS / residential,604,0.9950576606260296,604
2098916983,2098916983,-36.7900439,-6.4103506,1,0.0016501650165016502,0.0,0.0002980427707511673,0.015795895265909375,1,1,31,0,0,0,0,Rua Raimundo Bezerra / residential,603,0.9934102141680395,603
2098916984,2098916984,-36.7916377,-6.4114318,3,0.0049504950495049506,0.01220303848566675,0.00030593838736065637,0.17360149164648472,2,2,32,0,0,1,1,Rua Leôncio Pires Galvão / residential | Rua Raimundo Bezerra / residential,351,0.5782537067545305,341
2098916985,2098916985,-36.7910496,-6.4110328,3,0.0049504950495049506,0.009164552818918256,0.0003067724575582726,0.07620372197984376,2,2,30,0,0,1,1,Rua Juvenal Lamartine / residential | Rua Raimundo Bezerra / residential,388,0.6392092257001647,381
2098916987,2098916987,-36.7907647,-6.4108396,4,0.006600660066006601,0.013152224313340425,0.00030684790143902744,0.055880056817711535,2,2,30,0,0,1,1,Rua Raimundo Bezerra / residential | residential,74,0.12191103789126853,327
2098916988,2098916988,-36.7913252,-6.4112094,4,0.006600660066006601,0.010206475192973843,0.000306629299022018,0.12695220842132407,2,2,31,0,0,1,1,Rua Joaquim José de Medeiros / residential | Rua Raimundo Bezerra / residential,76,0.12520593080724876,362
2098917026,2098917026,-36.7909852,-6.4105024,3,0.0049504950495049506,0.006595204975042959,0.0003027284166100326,0.01880039665431766,1,1,31,0,0,0,0,Rua Benedito Vale / residential | residential,418,0.6886326194398682,414
2098917027,2098917027,-36.7904899,-6.411266,4,0.006600660066006601,0.024935220794806753,0.0003118872714653753,0.08688310289506145,2,2,31,1,0,1,1,Rua 24 de Outubro / residential | residential,47,0.07742998352553541,214
2098917028,2098917028,-36.7910953,-6.4103343,1,0.0016501650165016502,0.0,0.00030070155460993866,0.005314404814526919,1,1,32,0,0,0,0,residential,602,0.9917627677100495,602
2098917029,2098917029,-36.7890891,-6.4132738,3,0.0049504950495049506,0.008018983716553473,0.00031601889779184694,0.06044769577635347,2,2,31,0,0,1,1,Rua Miguel Laurentino / residential | Rua Tomaz Pires de Alburquerque / residential,396,0.6523887973640856,391
2098917063,2098917063,-36.78847,-6.4128788,3,0.0049504950495049506,0.016632572348143904,0.000316808570937597,0.02396367108400638,2,2,30,0,0,1,1,Rua Emílio Vale / residential | Rua Tomaz Pires de Alburquerque / residential,304,0.500823723228995,284
2098917064,2098917064,-36.7887941,-6.4130753,3,0.0049504950495049506,0.012077571393502988,0.00031625681399951233,0.04595889611185256,2,2,31,0,0,1,1,Rua Geraldo Lopes de Araujo / residential | Rua Tomaz Pires de Alburquerque / residential,354,0.5831960461285008,344
2098917106,2098917106,-36.7896685,-6.4136696,3,0.0049504950495049506,0.008095354990044459,0.00031566548857739883,0.042672060990498084,2,2,32,0,0,1,1,Rua Sebastião Araujo / residential | Rua Tomaz Pires de Alburquerque / residential,394,0.6490939044481054,389
2098917107,2098917107,-36.7894015,-6.4134925,3,0.0049504950495049506,0.006835228977443199,0.00031578230860523535,0.06264415542936663,2,2,31,0,0,1,1,Rua João Lopes de Araujo / residential | Rua Tomaz Pires de Alburquerque / residential,406,0.6688632619439868,401
2098918027,2098918027,-36.7916066,-6.4107685,1,0.0016501650165016502,0.0,0.00030127501685994334,0.03588576391403505,1,1,32,0,0,0,0,Rua Joaquim José de Medeiros / residential,601,0.9901153212520593,601
2098918028,2098918028,-36.7910363,-6.4116363,3,0.0049504950495049506,0.0010037367373100948,0.0003115183140652204,0.16342478382628564,2,2,31,0,0,1,1,Rua 24 de Outubro / residential | Rua Joaquim José de Medeiros / residential,476,0.7841845140032949,482
2098918029,2098918029,-36.7903117,-6.4126958,4,0.006600660066006601,0.2779696151433325,0.00031979967072424655,0.14134878270975806,2,2,31,1,0,1,1,Praça Celso Azevedo / residential | Rua Felix Pereira de Araujo / secondary | Rua Sebastião Araujo / residential,3,0.004942339373970346,14
2098918075,2098918075,-36.7895986,-6.4157144,3,0.0049504950495049506,0.06104246788315195,0.00031382154605358244,0.00762537352469967,2,2,30,0,0,1,1,Avenida Carmelita Monteiro da Silva / RN-288 / secondary | Rua Antônio Apolinário / residential,168,0.27677100494233936,109
2098918567,2098918567,-36.7870803,-6.4127893,3,0.0049504950495049506,0.008149905899680877,0.0003178401764578765,0.004341620612047308,2,2,31,0,0,1,1,Rua Antônio Apolinário / residential,393,0.6474464579901154,388
2098918573,2098918573,-36.7865962,-6.4123674,4,0.006600660066006601,0.014472356326541745,0.0003182650665924409,0.004865394468555683,2,2,32,0,0,1,1,Rua Antônio Apolinário / residential | residential,70,0.11532125205930807,315
2098918575,2098918575,-36.7876607,-6.4134062,4,0.006600660066006601,0.03157952158852249,0.0003161641695643548,0.0052161288337080995,2,2,30,1,0,1,1,Rua Antônio Apolinário / residential | Rua José Sebastião de Maria / residential,41,0.06754530477759473,184
